"agreement_label","agreement_confidence","comment_id","topic","error"
"Disagree",0.85,"climate_comment_246654","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_182378","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_275674","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_214214","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_212494","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_200758","Climate Migration And Coastal Resilience",NA
"Mixed/Ambiguous",0.75,"climate_comment_214215","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_189775","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_189776","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_214216","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_269542","Climate Change Denial And Political Polarization",NA
"Agree",0.88,"climate_comment_237437","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_237438","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_171238","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_214217","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_236906","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_234597","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_171241","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_171242","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_273279","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_275675","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_252788","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_234596","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_182381","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_268396","Climate Migration And Coastal Resilience",NA
"Agree",0.85,"climate_comment_197553","Climate Migration And Coastal Resilience",NA
"Disagree",0.92,"climate_comment_220513","Progressive Taxation For Climate Mitigation",NA
"Disagree",0.92,"climate_comment_190174","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_220514","Progressive Taxation For Climate Mitigation",NA
"Disagree",0.92,"climate_comment_197554","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_232404","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_190176","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_197555","Climate Migration And Coastal Resilience",NA
"Mixed/Ambiguous",0.75,"climate_comment_190177","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_234599","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_203464","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.65,"climate_comment_246015","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_232408","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_246917","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_223591","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_257349","Climate Change Denial And Political Polarization",NA
"Disagree",0.85,"climate_comment_257348","Climate Change Denial And Political Polarization",NA
"Agree",0.85,"climate_comment_246919","Global Climate Change And Sustainability",NA
"Agree",0.95,"climate_comment_243788","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.88,"climate_comment_246918","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_277223","Climate Change Denial And Political Polarization",NA
"Disagree",0.95,"climate_comment_242736","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_277221","Climate Change Denial And Political Polarization",NA
"Disagree",0.85,"climate_comment_242739","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_205494","Global Climate Change And Sustainability",NA
"Agree",0.88,"climate_comment_234582","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_217747","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_200510","Global Climate Change And Sustainability",NA
"Agree",0.88,"climate_comment_200512","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_246920","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_268240","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_203177","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_273643","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_186443","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_171381","Climate Change Denial And Political Polarization",NA
"Agree",0.85,"climate_comment_234583","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_245273","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_273644","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_263965","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_171382","Climate Change Denial And Political Polarization",NA
"Agree",0.88,"climate_comment_257087","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_221430","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_194185","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_200109","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_245274","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_273645","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_226860","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_253786","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_245276","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_254460","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_253788","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_253789","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_201002","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_253787","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_177380","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_245347","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_245345","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_262682","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_203183","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_193851","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_258971","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_262683","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_169098","Progressive Taxation For Climate Mitigation",NA
"Disagree",0.92,"climate_comment_201003","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_262686","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_173995","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_245346","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_262685","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_239190","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_277262","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_239189","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_260393","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_239191","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_186747","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_239192","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_277263","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_173418","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_186749","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_271896","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_236508","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_277264","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_186750","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_260395","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_263180","Climate Change Denial And Political Polarization",NA
"Agree",0.85,"climate_comment_232750","Global Climate Change And Sustainability",NA
"Agree",0.95,"climate_comment_234394","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_238476","Climate Change Denial And Political Polarization",NA
"Disagree",0.95,"climate_comment_169342","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_182495","Global Climate Change And Sustainability",NA
"Agree",0.88,"climate_comment_211852","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_170789","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_268660","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_211854","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_228956","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_225211","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_249782","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_220073","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_221073","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_220071","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_170792","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.85,"climate_comment_169477","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_228957","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_191903","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_191904","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_213902","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_276767","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_246123","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_270251","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_220074","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_248680","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_170790","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_228959","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_215003","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_191906","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_268279","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_270252","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_268277","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_215004","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_236537","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_182305","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_177683","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_240687","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_219737","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_248681","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_236536","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_203398","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_236539","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_245325","Progressive Taxation For Climate Mitigation",NA
"Agree",0.92,"climate_comment_217299","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_269132","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.85,"climate_comment_217300","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_210316","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_279182","Progressive Taxation For Climate Mitigation",NA
"Disagree",0.85,"climate_comment_269131","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_210315","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_199103","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_217303","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_210318","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_189582","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_249778","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_210319","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_200921","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_186788","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_217073","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_180377","Global Climate Change And Sustainability",NA
"Agree",0.88,"climate_comment_215878","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_191516","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_239658","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_179848","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_234180","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_189581","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_261851","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_278883","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_234181","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_202703","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_233918","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_234183","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_215877","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_234184","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_233921","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_255596","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_217071","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_255597","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_187062","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_234946","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_233922","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_280967","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_234947","Global Climate Change And Sustainability",NA
"Agree",0.88,"climate_comment_196072","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_228496","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_196073","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_234948","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_212690","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_228500","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_247222","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_192942","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_251121","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_234949","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_192943","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_251120","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_192944","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_247224","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_261157","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_267221","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_192945","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_272453","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_197836","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_267223","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_227974","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_198890","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.85,"climate_comment_274982","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_227976","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_274983","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_226922","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_274984","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_192024","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_249662","Climate Change Denial And Political Polarization",NA
"Neither/Unclear",0.85,"climate_comment_188835","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_192026","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_229743","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_229744","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_229746","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_251931","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_170736","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_210422","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_276879","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_243051","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_278795","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_223410","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_268439","Climate Change Denial And Political Polarization",NA
"Neither/Unclear",0.85,"climate_comment_170734","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_276880","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_229747","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_280186","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_175820","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_176749","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_259801","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_223411","Global Climate Change And Sustainability",NA
"Agree",0.95,"climate_comment_259799","Climate Change Denial And Political Polarization",NA
"Agree",0.88,"climate_comment_280185","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.65,"climate_comment_280187","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_223413","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_223412","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_176751","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_223414","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_226745","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_176750","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_265964","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_280189","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_226747","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_172068","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_228726","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_263362","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_172067","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_226748","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_172070","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_226778","Climate Change Denial And Political Polarization",NA
"Disagree",0.9,"climate_comment_200154","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_257279","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_254666","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_228727","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_257278","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_172069","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_257280","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_200878","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_198407","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_254667","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_258782","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_248356","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_190344","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_200989","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_183082","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_190343","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_225018","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_257594","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_257593","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_250936","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_172527","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.85,"climate_comment_212425","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_172528","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_222497","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_274310","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_212426","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_274308","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_197649","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.85,"climate_comment_259278","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_237817","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_218822","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_188907","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_236676","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_212427","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_232032","Climate Impact On Food Preparation",NA
"Agree",0.85,"climate_comment_222498","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_236677","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_210681","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_236678","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_222499","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.85,"climate_comment_246883","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_223431","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_191527","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_264690","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.85,"climate_comment_260857","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_260856","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_205899","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_237818","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_214366","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_176407","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_195201","Climate Change Denial And Political Polarization",NA
"Agree",0.85,"climate_comment_206563","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_195202","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_184791","Climate Change Denial And Political Polarization",NA
"Neither/Unclear",0.9,"climate_comment_278426","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_211044","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_184792","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_211043","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_272621","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_272620","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_205812","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_205814","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_211045","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_180874","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_194355","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_241079","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_206178","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_206177","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.65,"climate_comment_206179","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_210458","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_210457","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_201554","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_194356","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_196669","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_179693","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_179694","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_246882","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_170898","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_273953","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_218337","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_179695","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_272681","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_177311","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_214930","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_278815","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_170899","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_170900","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_231100","Climate Change Denial And Political Polarization",NA
"Agree",0.88,"climate_comment_207679","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_243709","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_231101","Climate Change Denial And Political Polarization",NA
